2.020112300000000000e+07,3.134179999999999927e+04,-7.666015625000000000e+01,5.903320312500000000e+02,8.193359375000000000e+02,-3.608703613281250000e+00,3.692626953125000000e+00,-7.476806640625000000e-01,4.125000000000000000e+01,3.675000000000000000e+01,5.564999999999999858e+01,2.564851588941803584e+01
2.020112300000000000e+07,3.134208000000000175e+04,-8.007812500000000000e+01,5.678710937500000000e+02,8.208007812500000000e+02,-3.540039062500000000e+00,-7.171630859375000000e-01,6.942749023437500000e-01,4.019999999999999574e+01,3.839999999999999858e+01,5.654999999999999716e+01,2.617566717584688618e+01
2.020112300000000000e+07,3.134236999999999898e+04,-6.591796875000000000e+01,5.722656250000000000e+02,8.237304687500000000e+02,-1.564025878906250000e+00,4.425048828125000000e-01,-4.119873046875000000e-01,4.050000000000000000e+01,3.825000000000000000e+01,5.864999999999999858e+01,2.603189864318447277e+01
2.020112300000000000e+07,3.134265000000000146e+04,-7.666015625000000000e+01,5.756835937500000000e+02,8.232421875000000000e+02,5.645751953125000000e-01,-2.822875976562500000e-01,2.662658691406250000e+00,3.929999999999999716e+01,3.854999999999999716e+01,5.685000000000000142e+01,2.636735855273010287e+01
2.020112300000000000e+07,3.134293999999999869e+04,-7.910156250000000000e+01,5.712890625000000000e+02,8.369140625000000000e+02,-1.930236816406250000e+00,1.144409179687500000e+00,3.128051757812500000e-01,3.989999999999999858e+01,3.735000000000000142e+01,5.550000000000000000e+01,2.627151286428849630e+01
2.020112300000000000e+07,3.134324000000000160e+04,-7.666015625000000000e+01,5.576171875000000000e+02,8.310546875000000000e+02,-8.468627929687500000e-01,3.013610839843750000e+00,3.684997558593750000e+00,4.004999999999999716e+01,3.494999999999999574e+01,5.744999999999999574e+01,2.617566717584688618e+01
2.020112300000000000e+07,3.134354999999999927e+04,-9.082031250000000000e+01,5.688476562500000000e+02,8.393554687500000000e+02,-4.577636718750000000e-02,2.418518066406250000e+00,2.746582031250000000e+00,4.050000000000000000e+01,3.644999999999999574e+01,5.819999999999999574e+01,2.651112708539251628e+01
2.020112300000000000e+07,3.134386000000000058e+04,-7.714843750000000000e+01,5.527343750000000000e+02,8.393554687500000000e+02,-5.416870117187500000e-01,7.278442382812500000e+00,-5.615234375000000000e+00,4.125000000000000000e+01,3.675000000000000000e+01,5.744999999999999574e+01,2.651112708539251628e+01
2.020112300000000000e+07,3.134415999999999985e+04,-9.472656250000000000e+01,4.575195312500000000e+02,8.666992187500000000e+02,4.570007324218750000e+00,1.384735107421875000e+01,-4.119873046875000000e-01,3.989999999999999858e+01,3.450000000000000000e+01,5.775000000000000000e+01,2.627151286428849630e+01
2.020112300000000000e+07,3.134447000000000116e+04,-2.524414062500000000e+02,5.092773437500000000e+02,8.417968750000000000e+02,1.448059082031250000e+01,-8.178710937500000000e+00,-3.680419921875000000e+01,4.335000000000000142e+01,3.404999999999999716e+01,5.984999999999999432e+01,2.636735855273010287e+01
2.020112300000000000e+07,3.134477000000000044e+04,-1.420898437500000000e+02,4.697265625000000000e+02,8.779296875000000000e+02,-5.493164062500000000e+00,5.706787109375000000e+00,2.830505371093750000e+00,4.335000000000000142e+01,3.225000000000000000e+01,6.314999999999999858e+01,2.636735855273010287e+01
2.020112300000000000e+07,3.134508000000000175e+04,-1.210937500000000000e+02,4.335937500000000000e+02,9.008789062500000000e+02,4.295349121093750000e+00,1.953125000000000000e+00,-8.155822753906250000e+00,4.514999999999999858e+01,3.210000000000000142e+01,6.119999999999999574e+01,2.631943570850929959e+01
2.020112300000000000e+07,3.134538000000000102e+04,-1.440429687500000000e+02,4.428710937500000000e+02,8.955078125000000000e+02,-5.950927734375000000e+00,4.074096679687500000e+00,1.014709472656250000e+00,4.544999999999999574e+01,3.104999999999999716e+01,6.225000000000000000e+01,2.665489561805492968e+01
2.020112300000000000e+07,3.134568999999999869e+04,-2.000000000000000000e+03,7.695312500000000000e+02,1.414550781250000000e+03,-2.404937744140625000e+02,2.499923706054687500e+02,2.453689575195312500e+02,4.214999999999999858e+01,4.275000000000000000e+01,4.919999999999999574e+01,2.665489561805492968e+01
2.020112300000000000e+07,3.134600000000000000e+04,-3.100585937500000000e+02,7.861328125000000000e+01,1.999938964843750000e+03,-2.500000000000000000e+02,2.499923706054687500e+02,2.249984741210937500e+02,4.604999999999999716e+01,2.939999999999999858e+01,6.389999999999999858e+01,2.651112708539251628e+01
2.020112300000000000e+07,3.134629000000000087e+04,-6.210937500000000000e+02,9.023437500000000000e+02,1.011230468750000000e+03,-8.760070800781250000e+01,-6.388854980468750000e+01,-2.500000000000000000e+02,6.764999999999999147e+01,1.559999999999999964e+01,6.134999999999999432e+01,2.636735855273010287e+01
2.020112300000000000e+07,3.134658000000000175e+04,3.027343750000000000e+02,6.831054687500000000e+02,6.235351562500000000e+02,-7.640838623046875000e+01,2.499923706054687500e+02,1.005935668945312500e+02,3.735000000000000142e+01,1.529999999999999893e+01,7.409999999999999432e+01,2.646320424117171299e+01
2.020112300000000000e+07,3.134686000000000058e+04,1.386718750000000000e+03,-5.654296875000000000e+02,1.150390625000000000e+03,1.185073852539062500e+02,9.134674072265625000e+01,7.987213134765625000e+01,-6.899999999999999467e+00,-1.050000000000000000e+01,6.104999999999999716e+01,2.655904992961332312e+01
2.020112300000000000e+07,3.134715000000000146e+04,8.691406250000000000e+02,-3.457031250000000000e+02,-8.842773437500000000e+02,1.166229248046875000e+02,-2.500000000000000000e+02,1.124267578125000000e+02,-2.130000000000000071e+01,-1.140000000000000036e+01,3.689999999999999858e+01,2.651112708539251628e+01
2.020112300000000000e+07,3.134743000000000029e+04,9.648437500000000000e+02,-2.172851562500000000e+02,-1.024902343750000000e+03,1.786499023437500000e+02,-9.211730957031250000e+01,4.883575439453125000e+01,-2.084999999999999787e+01,-4.799999999999999822e+00,3.660000000000000142e+01,2.665489561805492968e+01
